filename,true,predicted,probabilities
/content/dataset grape disease/Leaf Blight/d76ee44e-5b93-4153-8cbd-630f23a76a2e___FAM_L.Blight 1640.JPG,3,3,"[6.848537579054459e-13, 2.505131657670745e-10, 7.616844980261328e-13, 1.0]"
/content/dataset grape disease/ESCA/efdd353a-aa2a-4a3b-bc40-f4102cecd3ec___FAM_B.Msls 1260.JPG,2,2,"[9.901954744432478e-14, 7.877836469560862e-05, 0.9999212026596069, 5.38212141520944e-10]"
/content/dataset grape disease/Black Rot/252822b9-3c03-4206-92ad-81c509e2c38a___FAM_B.Rot 5023_flipLR.JPG,1,1,"[9.816107616415076e-14, 0.9999817609786987, 1.807666012609843e-05, 6.217135251063155e-08]"
/content/dataset grape disease/Healthy/2c4e117b-0a0f-43d0-93b5-88b2e77d272a___Mt.N.V_HL 6151_180deg.JPG,0,0,"[0.9999141693115234, 8.534580410923809e-05, 2.7054532836245926e-08, 4.972914098289039e-07]"
/content/dataset grape disease/Black Rot/0a06c482-c94a-44d8-a895-be6fe17b8c06___FAM_B.Rot 5019_flipLR.JPG,1,1,"[3.0117512928029555e-09, 0.9999376535415649, 6.206000398378819e-05, 1.8136987023353868e-07]"
/content/dataset grape disease/Healthy/4b837c0f-15e7-4896-9a4c-2f5ea9fbb5de___Mt.N.V_HL 6195.JPG,0,0,"[0.9999998807907104, 8.352621705398633e-08, 8.343453705705883e-11, 5.921592993729519e-09]"
/content/dataset grape disease/Leaf Blight/7a8b7684-7062-4911-b639-8b0ab5b3ca2e___FAM_L.Blight 1710.JPG,3,3,"[3.9450629429893525e-08, 1.9546341718523763e-06, 1.4500940725969969e-10, 0.9999980926513672]"
/content/dataset grape disease/Healthy/698a1cd5-2ad0-4a76-bb73-65918083df56___Mt.N.V_HL 6160_new30degFlipLR.JPG,0,0,"[0.9999998807907104, 6.737048696692227e-10, 2.322894515627283e-10, 6.618756032139572e-08]"
/content/dataset grape disease/ESCA/cfd7c9e5-bab4-49a5-b902-15c09de3c3ea___FAM_B.Msls 1068.JPG,2,2,"[1.1178933050092383e-16, 0.0016885092481970787, 0.9983115196228027, 3.029903272722123e-10]"
/content/dataset grape disease/Healthy/adb53928-3906-45ec-a017-025fba3c775b___Mt.N.V_HL 6184_new30degFlipLR.JPG,0,0,"[1.0, 1.522220866609185e-14, 5.558166231954542e-13, 6.960607645822847e-09]"
/content/dataset grape disease/Black Rot/52d883a1-8dd7-4d37-9b02-158ec8f3ae1b___FAM_B.Rot 3128.JPG,1,1,"[5.010886437364025e-23, 0.9999798536300659, 2.018122722802218e-05, 7.474355607096222e-14]"
/content/dataset grape disease/Leaf Blight/bf8f0bf1-33c6-46c1-9178-fcdf415333ab___FAM_L.Blight 4925_flipLR.JPG,3,3,"[3.829798256305139e-09, 2.3407945263898e-05, 9.869629025160975e-08, 0.9999765157699585]"
/content/dataset grape disease/ESCA/86fcf2a5-6964-4caa-aecf-9b42f14b75dc___FAM_B.Msls 3989.JPG,2,2,"[7.20944490364965e-29, 7.1395930668032145e-16, 1.0, 4.3140687194211107e-19]"
/content/dataset grape disease/Healthy/c7eee9a0-9a46-448f-a59a-9385132c979b___Mt.N.V_HL 9075_180deg.JPG,0,0,"[0.9998617172241211, 0.00011832221207441762, 1.0595526873657946e-06, 1.8843149518943392e-05]"
/content/dataset grape disease/Healthy/a21e0864-550a-488e-b80d-d33bb67ddda4___Mt.N.V_HL 6023.JPG,0,0,"[1.0, 9.181817972603312e-09, 3.686598769314653e-12, 1.4878524801087423e-10]"
/content/dataset grape disease/Black Rot/a919f188-f2ef-4e7a-88f7-236491cd4ba8___FAM_B.Rot 3500.JPG,1,1,"[1.5764416438912576e-09, 0.9999669790267944, 3.282843317720108e-05, 2.0187530935800169e-07]"
/content/dataset grape disease/Healthy/aca0406e-c5ec-421e-a265-3d88d13b3bef___Mt.N.V_HL 6182_270deg.JPG,0,0,"[0.9999960660934448, 3.873146852129139e-06, 3.327001119046713e-09, 7.562357851043089e-09]"
/content/dataset grape disease/Black Rot/de972c6c-f2a4-485d-89e4-c8123c3c4545___FAM_B.Rot 3078_flipLR.JPG,1,1,"[3.2443528419356937e-10, 0.9999858140945435, 6.219070655788528e-06, 8.00524685473647e-06]"
/content/dataset grape disease/ESCA/e923c5ba-9751-49d2-bd83-c8caa16c3f26___FAM_B.Msls 4318.JPG,2,2,"[2.8606294850269665e-13, 0.003115581814199686, 0.9968844056129456, 5.903370237092531e-09]"
/content/dataset grape disease/ESCA/528cda88-683f-4fe6-b039-fba2fc93add7___FAM_B.Msls 0830_flipLR.JPG,2,2,"[8.85317485737351e-27, 1.917004333051864e-09, 1.0, 2.3360290219463072e-17]"
/content/dataset grape disease/Healthy/da331356-edd4-4803-9347-412929330c11___Mt.N.V_HL 6142_180deg.JPG,0,0,"[1.0, 3.178411134285852e-08, 4.1766828710876336e-12, 3.633289155646757e-11]"
/content/dataset grape disease/Leaf Blight/ece21214-cbef-4b56-8271-9206bb21ab58___FAM_L.Blight 4669.JPG,3,3,"[8.793864074430058e-13, 1.1825720524355487e-12, 6.0555994761809714e-15, 1.0]"
/content/dataset grape disease/ESCA/32aa193b-8cdd-4ff2-9d10-cc2ec5d3b62c___FAM_B.Msls 3955.JPG,2,2,"[1.8363561799909924e-17, 1.7905675164797685e-08, 1.0, 9.042920058599524e-12]"
/content/dataset grape disease/Leaf Blight/cc8509da-37a1-4bae-9773-a4eace66631a___FAM_L.Blight 1703.JPG,3,3,"[1.0860138344170878e-09, 2.3650443381484365e-06, 2.424831563985208e-06, 0.999995231628418]"
/content/dataset grape disease/Black Rot/82fc3ba0-96e0-4b6f-b596-0d3af657d499___FAM_B.Rot 3368.JPG,1,1,"[5.402852210761866e-12, 0.9998354911804199, 0.00016440788749605417, 6.836597066239847e-08]"
/content/dataset grape disease/ESCA/f5df701a-6d14-49d3-9903-a0059434b4cb___FAM_B.Msls 4299_flipLR.JPG,2,2,"[1.3387908306077783e-23, 1.1544829675580459e-10, 1.0, 9.971805882881088e-17]"
/content/dataset grape disease/Healthy/9733dad1-a4ce-43a5-a166-70dd361df8e3___Mt.N.V_HL 8963_270deg.JPG,0,0,"[0.9720802307128906, 1.2569942555273883e-05, 5.080588039163558e-07, 0.027906741946935654]"
/content/dataset grape disease/Black Rot/c6e07980-33d0-4e8b-a552-e738c1054907___FAM_B.Rot 3229.JPG,1,1,"[1.8968189863244334e-07, 0.999985933303833, 5.91337084188126e-06, 8.043042726058047e-06]"
/content/dataset grape disease/ESCA/5caca8db-c3a3-4d9d-b692-22d0d3b35a29___FAM_B.Msls 1267.JPG,2,2,"[7.626634431524844e-30, 3.3988149920644462e-15, 1.0, 9.04032557704523e-21]"
/content/dataset grape disease/Healthy/14014978-72c9-49a4-949d-4fd1e9998dda___Mt.N.V_HL 8976.JPG,0,0,"[0.9999898672103882, 3.185385594406398e-06, 9.420827495887352e-08, 6.849877081549494e-06]"
/content/dataset grape disease/ESCA/f01e86f9-3c8c-4b55-985f-1025083cd59f___FAM_B.Msls 4326_flipLR.JPG,2,2,"[2.9812528314077102e-12, 0.0002178007416659966, 0.9997822642326355, 5.74515368612083e-09]"
/content/dataset grape disease/ESCA/834c5a94-6bfa-4d91-be95-1269bc6d7ba1___FAM_B.Msls 1082.JPG,2,2,"[1.568900987857641e-13, 4.218996036797762e-05, 0.999957799911499, 1.4760884736730873e-09]"
/content/dataset grape disease/ESCA/e58e8a6b-5bcf-414c-8891-ff7d891ef5f6___FAM_B.Msls 3798_flipLR.JPG,2,2,"[7.846565231152167e-26, 1.2063390564254206e-10, 1.0, 1.3662339895482642e-14]"
/content/dataset grape disease/ESCA/731b6dd5-c505-4c68-a4bf-6c1cf2aeeb22___FAM_B.Msls 1749.JPG,2,2,"[7.259850734925766e-18, 2.0727235205963979e-10, 1.0, 6.222690548604581e-13]"
/content/dataset grape disease/ESCA/3c7cac7d-a1f3-4534-854c-7ae924ac4a88___FAM_B.Msls 1043.JPG,2,2,"[3.170050595806009e-30, 1.5038006017437206e-18, 1.0, 7.530455094078233e-22]"
/content/dataset grape disease/ESCA/79e261e6-ab89-4675-973c-bf55a6843e35___FAM_B.Msls 4335_flipLR.JPG,2,2,"[1.0298929636910188e-27, 3.5907371069167547e-17, 1.0, 2.145178010021379e-21]"
/content/dataset grape disease/ESCA/72a24fb2-e95f-4355-8122-896da4e3e515___FAM_B.Msls 4417.JPG,2,2,"[1.5482026917057923e-15, 8.982398753687448e-07, 0.9999990463256836, 4.720536028041122e-12]"
/content/dataset grape disease/Black Rot/5ce9d6df-162c-4488-9b80-eadfcbd1d02c___FAM_B.Rot 0563.JPG,1,1,"[1.1614865597358182e-14, 1.0, 3.866685460707231e-08, 1.4436867257217045e-09]"
/content/dataset grape disease/Leaf Blight/375a9558-432c-4bdd-90b2-96a1d533f93d___FAM_L.Blight 0771.JPG,3,3,"[6.5132144122515e-09, 3.12413030769676e-05, 1.7123376892413944e-05, 0.9999516010284424]"
/content/dataset grape disease/ESCA/613a1888-69c1-4f3a-82fa-ace896ecae1c___FAM_B.Msls 1211.JPG,2,2,"[3.523487488552316e-18, 6.892530102220462e-09, 1.0, 1.1724587229908212e-12]"
/content/dataset grape disease/Leaf Blight/6ef1c3be-ce3e-416a-ba51-d7b6b53d3faf___FAM_L.Blight 4969.JPG,3,3,"[1.0148795581699233e-06, 3.3393419016647385e-06, 2.7398509701015428e-06, 0.9999929666519165]"
/content/dataset grape disease/ESCA/32aa193b-8cdd-4ff2-9d10-cc2ec5d3b62c___FAM_B.Msls 3955_flipLR.JPG,2,2,"[1.8125969746419363e-14, 7.623780220455956e-07, 0.9999991655349731, 1.763145718314263e-08]"
/content/dataset grape disease/ESCA/87764f31-69bd-4744-87f9-a1889f50e186___FAM_B.Msls 1286_flipLR.JPG,2,2,"[9.167332549901957e-27, 2.9580647827043283e-12, 1.0, 1.5816376563199858e-17]"
/content/dataset grape disease/ESCA/2f584af5-b14c-4fcc-a23e-e06ebda8bd0b___FAM_B.Msls 4366.JPG,2,2,"[8.445618133339806e-15, 0.0021949773654341698, 0.9978050589561462, 1.418760248173001e-10]"
/content/dataset grape disease/ESCA/34178501-152f-49b7-aaf6-cc16131cdb72___FAM_B.Msls 1220.JPG,2,2,"[5.083387009108264e-07, 0.37835806608200073, 0.6216410994529724, 2.800406093683705e-07]"
/content/dataset grape disease/ESCA/d283be4c-a249-4ae1-9134-5c7e7f761fe3___FAM_B.Msls 4469.JPG,2,2,"[8.21107592874238e-30, 7.103052412742172e-13, 1.0, 1.9933892124730978e-19]"
/content/dataset grape disease/Leaf Blight/fe0b294c-a4db-4d1d-a4b9-f3e707ea442d___FAM_L.Blight 4849.JPG,3,3,"[1.2165938869657111e-06, 1.5617574788961974e-08, 8.366480983568181e-07, 0.9999979734420776]"
/content/dataset grape disease/ESCA/7f79ffe2-6ec7-4fed-bdd0-e9d509fe73fc___FAM_B.Msls 4493.JPG,2,2,"[3.792697492871477e-12, 0.0006979366880841553, 0.999301552772522, 4.7106115630413115e-07]"
/content/dataset grape disease/ESCA/d235c093-08ec-48ab-87b0-0852d878e920___FAM_B.Msls 1244_flipLR.JPG,2,2,"[6.875390425745733e-23, 0.005481224041432142, 0.9945188164710999, 5.6088757770245135e-12]"
/content/dataset grape disease/Black Rot/526120a4-30bc-4cc6-81c2-5279221c4f69___FAM_B.Rot 3457.JPG,1,1,"[4.298813109926414e-06, 0.9998507499694824, 9.209245763486251e-05, 5.2793551731156185e-05]"
/content/dataset grape disease/Healthy/3c75e76c-2e1f-478f-aadc-f3decb68c9b0___Mt.N.V_HL 6108.JPG,0,0,"[0.9998564720153809, 0.00013909724657423794, 1.852871633900577e-08, 4.356165391072864e-06]"
/content/dataset grape disease/ESCA/eb133421-a122-45a6-94e5-db9ab9ea416c___FAM_B.Msls 1855.JPG,2,2,"[5.5377990387794895e-11, 0.15974560379981995, 0.8402534127235413, 9.979111155189457e-07]"
/content/dataset grape disease/Black Rot/a1b4ee12-5ba5-47f2-b656-9fff201b31ef___FAM_B.Rot 0397_flipLR.JPG,1,1,"[2.3674289660819206e-14, 0.9999990463256836, 1.0019730325439014e-06, 1.4937384662516706e-08]"
/content/dataset grape disease/Black Rot/50b94540-6e19-4dc1-9562-4d005bc609c8___FAM_B.Rot 0439.JPG,1,1,"[9.064814873002973e-19, 0.9999918937683105, 8.142425031110179e-06, 3.5975743217786516e-11]"
/content/dataset grape disease/Healthy/da73a76d-506a-4a34-bedd-e79998f3949c___Mt.N.V_HL 8958_270deg.JPG,0,0,"[0.9999668598175049, 1.270695065613836e-06, 1.8401182799721028e-08, 3.1926949304761365e-05]"
/content/dataset grape disease/Healthy/02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078.JPG,0,0,"[0.9920509457588196, 0.0013204109854996204, 0.00039112934609875083, 0.006237518973648548]"
/content/dataset grape disease/Black Rot/058433ea-b746-42b9-9d69-019a17ddf1a3___FAM_B.Rot 3486.JPG,1,1,"[3.2485733214571155e-08, 0.9996883869171143, 0.00031112664146348834, 5.035782919549092e-07]"
/content/dataset grape disease/Black Rot/59c05cb2-313c-41ac-a9bf-d7469bfa3199___FAM_B.Rot 0375.JPG,1,1,"[3.086539010488387e-11, 0.9999998807907104, 1.0813157302891341e-07, 7.469108886937192e-09]"
/content/dataset grape disease/Leaf Blight/88a40dd6-6598-4b9a-9303-4757546e3d9d___FAM_L.Blight 1583.JPG,3,3,"[8.866957723618896e-10, 1.3235411655543317e-09, 3.238219371468065e-12, 1.0]"
/content/dataset grape disease/Black Rot/9ae7351b-f18a-4075-b94f-be8795dce75a___FAM_B.Rot 5067_flipLR.JPG,1,1,"[6.503961865605978e-13, 0.9999243021011353, 3.422533336561173e-05, 4.15260401496198e-05]"
/content/dataset grape disease/Healthy/868c8ecd-f7dc-41c4-be99-237cf3d73c14___Mt.N.V_HL 6072.JPG,0,0,"[0.9999998807907104, 1.5872953440521087e-07, 6.252943163254088e-10, 1.7350719472286613e-10]"
/content/dataset grape disease/Black Rot/6c84c4ef-9f82-414e-93d8-28c2aa5e0707___FAM_B.Rot 3226.JPG,1,1,"[7.923790096286965e-11, 0.999997615814209, 1.6089555856524385e-06, 7.992261998879258e-07]"
/content/dataset grape disease/Leaf Blight/34c1cabd-16f1-41b8-9e44-f7fd9b0bace2___FAM_L.Blight 4824.JPG,3,3,"[1.1797469596785959e-06, 5.506343114802803e-08, 9.071452616860043e-11, 0.9999988079071045]"
/content/dataset grape disease/Black Rot/730e8bb8-d186-4a98-83a0-61176d78cccb___FAM_B.Rot 0551.JPG,1,1,"[1.3208048370294545e-11, 0.9998655319213867, 0.00013429892715066671, 1.0075194722958258e-07]"
/content/dataset grape disease/Leaf Blight/2dfd88f8-1ddf-49db-b4be-2929275a0629___FAM_L.Blight 1430.JPG,3,3,"[1.655381964837943e-08, 1.2196066734304623e-07, 1.566882040782147e-10, 0.9999998807907104]"
/content/dataset grape disease/Black Rot/a935ac99-f72a-4111-bb0c-74ced5e33402___FAM_B.Rot 0381_flipLR.JPG,1,1,"[1.233383105933919e-13, 0.9999343156814575, 6.569032848346978e-05, 1.7870721791268807e-08]"
/content/dataset grape disease/ESCA/a2223591-46e6-4018-9484-499ce63bb137___FAM_B.Msls 4078.JPG,2,2,"[1.28962841450188e-15, 2.253325192214106e-06, 0.9999977350234985, 1.7959369102982237e-08]"
/content/dataset grape disease/ESCA/1351fdd4-210d-4767-aa56-442096556fa9___FAM_B.Msls 1255_flipLR.JPG,2,2,"[2.8591014000767245e-09, 0.06134483218193054, 0.9386551380157471, 5.6286300065266914e-09]"
/content/dataset grape disease/ESCA/06b3cef1-9eeb-4a15-a8c6-429532a64e2e___FAM_B.Msls 4427.JPG,2,2,"[2.523374846748194e-13, 2.9654255939703944e-08, 1.0, 5.906321209891985e-09]"
/content/dataset grape disease/Healthy/9ceba66a-d7b0-4ed4-98c3-37d361517a90___Mt.N.V_HL 6147_180deg.JPG,0,0,"[1.0, 6.9426815407780396e-09, 4.369153996930386e-11, 1.0412268269810454e-11]"
/content/dataset grape disease/Leaf Blight/cc8662ad-e005-4d29-b38d-21889e8f8771___FAM_L.Blight 4726.JPG,3,3,"[3.729388325934835e-11, 5.107084546929208e-11, 1.3007226589215048e-12, 1.0]"
/content/dataset grape disease/Healthy/bcbb4e29-0986-425c-af3a-bb7be3736548___Mt.N.V_HL 6020_180deg.JPG,0,0,"[1.0, 1.190940590589662e-08, 3.157511405116331e-11, 1.949881402174558e-11]"
/content/dataset grape disease/ESCA/86ff07ed-71df-47b7-8af8-c625511935d1___FAM_B.Msls 1265.JPG,2,2,"[5.784458789298736e-26, 1.1753197304287255e-09, 1.0, 2.874166490304277e-16]"
/content/dataset grape disease/Healthy/e554b5e2-8856-4e0e-be67-102f6845b1c9___Mt.N.V_HL 6089_270deg.JPG,0,0,"[0.9999998807907104, 1.5361972316441097e-07, 2.0131869782336054e-10, 6.160701282453829e-09]"
/content/dataset grape disease/ESCA/b4791957-cbc5-4363-87ca-741c9ff1db5d___FAM_B.Msls 1163.JPG,2,2,"[1.288414195667123e-19, 5.785840695438083e-10, 1.0, 1.5755158408372466e-14]"
/content/dataset grape disease/Healthy/3c593da4-e1df-460c-98a9-2bc71df670d5___Mt.N.V_HL 8970.JPG,0,0,"[0.9904773235321045, 0.0084986612200737, 0.00010840567119885236, 0.0009155801380984485]"
/content/dataset grape disease/ESCA/f7135d8e-e441-419b-aa81-472db0c6af75___FAM_B.Msls 4270.JPG,2,2,"[4.151468563720357e-15, 0.0001637083332752809, 0.9998362064361572, 6.128973994989906e-10]"
/content/dataset grape disease/Black Rot/c4d8a014-c573-41fe-afb0-e4b1fb96d62a___FAM_B.Rot 0673.JPG,1,1,"[5.229444197010595e-14, 0.9998741149902344, 0.00012586748925969005, 2.1532596150564132e-08]"
/content/dataset grape disease/ESCA/505ae403-07e0-4b6b-88cc-5d14ee5ad445___FAM_B.Msls 4195_flipLR.JPG,2,2,"[9.635673424365402e-23, 1.1888943436233045e-14, 1.0, 2.912764722919471e-16]"
/content/dataset grape disease/ESCA/fbd63b88-1847-4c8d-a743-54c15b220b15___FAM_B.Msls 1287_flipLR.JPG,2,2,"[1.6005559386735636e-17, 2.0771487641013664e-07, 0.9999997615814209, 7.070664041243513e-13]"
/content/dataset grape disease/Healthy/36add77f-5e02-41b0-97e7-b1c14f91acfc___Mt.N.V_HL 6120_90deg.JPG,0,0,"[0.9999998807907104, 6.822764930802805e-08, 2.5177859797054225e-11, 1.3485030869730963e-09]"
/content/dataset grape disease/Black Rot/89af22a3-c468-450c-b3aa-2e3c486aff05___FAM_B.Rot 3437.JPG,1,1,"[1.1258643795031276e-08, 0.9884420037269592, 0.011487777344882488, 7.024641672614962e-05]"
/content/dataset grape disease/ESCA/af5b6bad-2b57-4337-83de-b1efb21f0282___FAM_B.Msls 4272_flipLR.JPG,2,2,"[1.9960434240126532e-28, 2.953937658714545e-12, 1.0, 1.738957813532466e-18]"
/content/dataset grape disease/Healthy/69a50f71-f8ee-4280-ac3e-c1d68e950c2e___Mt.N.V_HL 6165_90deg.JPG,0,0,"[1.0, 3.593082453789975e-08, 6.7100860458302325e-12, 1.0409703321556663e-08]"
/content/dataset grape disease/Healthy/8c5181ab-8b06-41a8-9b26-b3be052dcea1___Mt.N.V_HL 8905_180deg.JPG,0,0,"[0.9929957985877991, 0.002483012620359659, 0.004518556874245405, 2.5775243557291105e-06]"
/content/dataset grape disease/ESCA/241636c5-aaf6-48bb-9e2c-7d0cd345d87d___FAM_B.Msls 4458_flipLR.JPG,2,2,"[6.56619333558317e-12, 2.1414884031401016e-05, 0.9999785423278809, 2.1779714032277298e-08]"
/content/dataset grape disease/Black Rot/b49f6eaa-9503-4f6e-9aa7-fd2bb607b865___FAM_B.Rot 3034.JPG,1,1,"[2.0816289230535245e-12, 0.999678373336792, 0.000321585510391742, 3.688489791375815e-10]"
/content/dataset grape disease/Leaf Blight/9e1db5b1-9d02-4e74-8dd9-f03bad2bddcb___FAM_L.Blight 4773.JPG,3,3,"[1.1093828113095672e-11, 1.463890206970797e-12, 2.1900925517570613e-10, 1.0]"
/content/dataset grape disease/Leaf Blight/d2fd27d9-bdca-4e65-8891-adfbef5b8f1d___FAM_L.Blight 4960.JPG,3,3,"[7.037559726086329e-07, 5.305712988956657e-07, 1.0878011380555108e-08, 0.9999988079071045]"
/content/dataset grape disease/Healthy/e949f6bb-cda7-4824-9a97-67337fc164a5___Mt.N.V_HL 6156_180deg.JPG,0,0,"[0.9997382760047913, 0.00025551518774591386, 2.9360212465689983e-06, 3.215793185518123e-06]"
/content/dataset grape disease/Black Rot/4d809b95-8d11-444a-ac84-e5e327c843b1___FAM_B.Rot 3584.JPG,1,1,"[2.1624359657988317e-24, 0.9999997615814209, 1.8537780022143124e-07, 2.782736931508656e-12]"
/content/dataset grape disease/Leaf Blight/b8b43277-5a87-450b-a01a-b403c56ea452___FAM_L.Blight 4822.JPG,3,3,"[3.685168281641893e-10, 8.706935866742427e-11, 1.989604634473549e-13, 1.0]"
/content/dataset grape disease/Black Rot/a6e19d46-c344-44c6-b6dd-dde257d23279___FAM_B.Rot 3447.JPG,1,1,"[2.498424387166137e-18, 0.9999818801879883, 1.81522591446992e-05, 1.2272022287262985e-09]"
/content/dataset grape disease/Healthy/75ad9d58-7f7e-4a4c-8ced-fec8d23d9a7e___Mt.N.V_HL 6170_90deg.JPG,0,0,"[0.999996542930603, 3.4214699553558603e-06, 5.677694314698556e-09, 2.3720994946074825e-08]"
/content/dataset grape disease/Leaf Blight/344f9b8e-0364-4b29-b49e-bb44f8cadcd8___FAM_L.Blight 4540_flipLR.JPG,3,3,"[1.8853104841176638e-11, 8.124382416818676e-11, 4.381452665958019e-12, 1.0]"
/content/dataset grape disease/Black Rot/6b3a82f8-61f3-4060-aa07-ff552894ef35___FAM_B.Rot 3440.JPG,1,1,"[9.95749704912896e-09, 0.9999618530273438, 3.8084323023213074e-05, 4.160407485187534e-08]"
/content/dataset grape disease/Healthy/0cd6cdbd-1674-4abb-b734-756da4994cd0___Mt.N.V_HL 6052_180deg.JPG,0,0,"[0.9999939203262329, 6.020017735863803e-06, 5.8568272010006694e-08, 3.393902758830336e-08]"
/content/dataset grape disease/Leaf Blight/fa6d9052-fffa-4bb3-bfd8-902070e26ad7___FAM_L.Blight 4912_flipLR.JPG,3,3,"[4.1222770639712247e-13, 1.4871049280884563e-08, 1.834721339698947e-13, 1.0]"
/content/dataset grape disease/ESCA/9d8968d6-ca31-4fe6-9173-2c058e8e6afd___FAM_B.Msls 1337.JPG,2,2,"[4.1487053376032534e-11, 2.2196387362782843e-05, 0.9999407529830933, 3.699558510561474e-05]"
/content/dataset grape disease/Leaf Blight/6f341942-20d0-4fee-acee-0d0d8cf76a96___FAM_L.Blight 4609_flipLR.JPG,3,3,"[2.2067171007167374e-11, 3.0015647745074148e-09, 4.3386606807249706e-11, 1.0]"
/content/dataset grape disease/Black Rot/b7df7350-df6a-4c70-8f77-21bc218442c9___FAM_B.Rot 3200.JPG,1,1,"[9.44861864530383e-15, 0.9999998807907104, 1.5057059954415308e-07, 4.788243401776526e-08]"
/content/dataset grape disease/ESCA/ba15326d-cdbe-434d-ba21-921dd6d9f420___FAM_B.Msls 4464.JPG,2,2,"[2.713313298000064e-12, 1.1447633369243704e-05, 0.9999885559082031, 1.2927111603389108e-09]"
/content/dataset grape disease/Leaf Blight/62ffd952-f0c8-4e42-ba6b-ad2597c337bc___FAM_L.Blight 4851_flipLR.JPG,3,3,"[1.9622757463366725e-06, 9.069362505442768e-08, 3.5456011460155423e-07, 0.999997615814209]"
/content/dataset grape disease/Black Rot/fbb08a40-39fc-4b96-adfd-3883de429c8a___FAM_B.Rot 0478_flipLR.JPG,1,1,"[9.462290950779106e-10, 0.9999995231628418, 4.348252389263507e-07, 3.2599500876528964e-09]"
/content/dataset grape disease/Healthy/cd71e97d-cc73-4fdd-b625-c735844c3ce7___Mt.N.V_HL 6185_180deg.JPG,0,0,"[0.9999973773956299, 2.613084461700055e-06, 2.571245261151489e-08, 2.1846904729727612e-08]"
/content/dataset grape disease/ESCA/49c6ee9e-8bc4-4187-82db-b9caba8bb168___FAM_B.Msls 1134_flipLR.JPG,2,2,"[6.528928395971182e-24, 1.9686505758897965e-09, 1.0, 5.556246951646062e-17]"
/content/dataset grape disease/ESCA/7112eab8-38fb-4fae-b00f-aa6006a3e67a___FAM_B.Msls 3794_flipLR.JPG,2,2,"[6.677754401312112e-25, 1.2976797734154388e-05, 0.999987006187439, 3.813446954048505e-12]"
/content/dataset grape disease/Leaf Blight/fb12efe4-4fe8-42e3-bd92-27cbd29497a0___FAM_L.Blight 4567_flipLR.JPG,3,3,"[6.988813607694544e-12, 8.301967113766295e-09, 1.8494199227614416e-11, 1.0]"
/content/dataset grape disease/Black Rot/6af6c1ca-f911-4083-81e7-c3b46ab60888___FAM_B.Rot 0674.JPG,1,1,"[5.547674136480857e-14, 0.998924195766449, 0.0010756313567981124, 6.931751528327368e-08]"
/content/dataset grape disease/Black Rot/9762fb95-df8c-431a-94a5-c5b7baee7abe___FAM_B.Rot 0713_flipLR.JPG,1,1,"[2.335605042702582e-10, 0.9956130981445312, 0.004385596606880426, 1.3165234804546344e-06]"
/content/dataset grape disease/Black Rot/3432b9e9-a51a-4ce2-973e-b91e311ae6ef___FAM_B.Rot 3362.JPG,1,1,"[3.4280736582736893e-10, 0.9999669790267944, 3.2865900720935315e-05, 1.4495519451429573e-07]"
/content/dataset grape disease/Leaf Blight/afa1aa52-eed2-47a3-9935-ee74531d376d___FAM_L.Blight 4572_flipLR.JPG,3,3,"[1.1603200178456063e-08, 2.6779719064506935e-06, 1.1525179388627294e-07, 0.9999972581863403]"
/content/dataset grape disease/Leaf Blight/428c9d21-9203-4594-b5af-9573e80fd9fc___FAM_L.Blight 3687.JPG,3,3,"[4.884212825850831e-11, 9.866180095130517e-10, 1.2454274590789627e-11, 1.0]"
/content/dataset grape disease/Black Rot/d0db267d-af78-42b6-81db-405de84654f0___FAM_B.Rot 0531_flipLR.JPG,1,1,"[4.61520294254164e-18, 0.9995418787002563, 0.00045818102080374956, 2.6835891731025185e-08]"
/content/dataset grape disease/Leaf Blight/a5dd5b24-ff0f-4d4b-b269-68873c10b1fd___FAM_L.Blight 4863.JPG,3,3,"[1.9423656340222806e-05, 1.442223037884105e-05, 2.3873673171692644e-07, 0.9999659061431885]"
/content/dataset grape disease/ESCA/dce37f12-02c9-4bbd-a140-3410df07724b___FAM_B.Msls 1354.JPG,2,2,"[3.8163148020700694e-18, 2.3598756282439126e-10, 1.0, 7.607229326718826e-14]"
/content/dataset grape disease/ESCA/cf3c56b8-6201-4a12-84bf-27a10c119585___FAM_B.Msls 4147.JPG,2,2,"[2.724446534734383e-16, 8.327042877454005e-08, 0.9999998807907104, 1.7261364559928438e-10]"
/content/dataset grape disease/Leaf Blight/aae5ff25-df76-4516-b5c4-8f9232eaeaed___FAM_L.Blight 4955.JPG,3,3,"[2.0787182108961133e-07, 1.5980434753259942e-08, 3.4313145658160238e-09, 0.9999997615814209]"
/content/dataset grape disease/Healthy/bd88082c-b059-4087-88f4-b6ba9cbf07aa___Mt.N.V_HL 6124_180deg.JPG,0,0,"[1.0, 5.422450044534344e-08, 3.265717557487946e-11, 3.663535697029374e-09]"
/content/dataset grape disease/Healthy/0e599f33-3a12-462e-adc1-b47a0d1fc6d8___Mt.N.V_HL 9126_270deg.JPG,0,0,"[0.9999997615814209, 1.9285985786154924e-07, 1.8385231115303213e-08, 4.169129041997621e-08]"
